Text,Source,User.Name,User.Screen_name,User.Location,User.Url,User.Description,User.Verified,User.Followers_count,User.Friends_count,User.Listed_count,User.Favourites_count,User.Statuses_count,User.Created_at,User.default_profile_image,User.following,Is_quote_status,Retweeted_status,Quote_count,Reply_count,Retweet_count,Favorite_count,Favorited,Retweeted,Possibly_sensitive,TweetLength,NumberOfWords,HasUrl,UrlCount,HasMentions,MentionsCount,HasHashtags,HashtagsCount,HasQuestionMark,QuestionMarkCount,HasExclamation,ExclamationCount,HasSpecialCharacter,SpecialCharacterCount,HasEmotions,EmotionsCount,AccountAge,FollowersToAccountAge,FriendsToAccountAge,StatusesCountToAccountAge,Class
"Sara 4, killed while playing
#Israel is intentionally targeting KIDS

#Ferguson #Gaza #GazaUnderAttack #FreePalestine http://t.co/cD8oc73rNY","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Dr.Bassel Abuwarda,DrBasselAbuward,Gaza - Palestine ,http://t.co/P3QhACnwEp,"Doctor at Al-Shifa Hospital , Human rights activist , Palestinian from Gaza , 00972599851900 , doctor.bassel@hotmail.com , http://t.co/bKDaTeIFeJ",FALSE,42436,617,426,1713,4638,Tue Jun 25 23:59:20 +0000 2013,FALSE,FALSE,FALSE,null,null,null,263,77,FALSE,FALSE,FALSE,140,13,TRUE,1,FALSE,0,TRUE,5,FALSE,0,FALSE,0,TRUE,3,FALSE,0,1,42436,617,4638,non-rumour
"#Ferguson: Statement from lawyers for Michael Brown's parents 
http://t.co/JIMN4Gx7Fw http://t.co/uRGdD6MlSg","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Anonymous,AnonyOps,"Behind you, USA",http://t.co/RW9KJ4yuRB,"This machine supports whistleblowers, a free press,  and women.",FALSE,288770,1072,4582,2142,37103,Sat Dec 11 02:06:01 +0000 2010,FALSE,FALSE,FALSE,null,null,null,566,275,FALSE,FALSE,FALSE,108,10,TRUE,2,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,6,FALSE,0,4,72192.5,268,9275.75,non-rumour
Laying on of hands for Capt. Ron Johnson before #Ferguson begins another night of protests. http://t.co/AMViKykZ5l,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i?S</a>",Ben Kesling,bkesling,Chicago,http://t.co/bJR9mmokaH,Wall Street Journal reporter covering US news and veterans issues. ben.kesling@wsj.com 312-750-4132,FALSE,2474,1820,133,333,5870,Sun Nov 14 17:25:27 +0000 2010,FALSE,FALSE,FALSE,null,null,null,542,495,FALSE,FALSE,FALSE,114,16,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,4,618.5,455,1467.5,non-rumour
"Never forget:
Tear Gas.
Rubber Bullets.
APCs.
Militarized Cops.
No Name Tags.
No Fly Zone.
Al Jazeera.
Never Forget Mike Brown.
#ferguson","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i?S</a>",Ryan O'Donnell,ryanodonnell,"The Mission, San Francisco, CA",http://t.co/EHthpSXLuK,"Filmmaker: @AREA5


@OuterlandsDoc
The 1UP Show
CO-OP
I Am Street Fighter
Grounded: Making The Last Of Us",FALSE,13037,838,835,930,14284,Sat Jan 19 22:11:41 +0000 2008,FALSE,FALSE,FALSE,null,null,null,113,129,FALSE,FALSE,FALSE,137,13,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,2172.833333,139.6666667,2380.666667,non-rumour
#Ferguson officer Darren Wilson will be lauded as a hero by the oppressors the way George Zimmerman was #MichaelBrown http://t.co/NLdXwFwIhI,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",James Morrison,JamesPMorrison,over the hills and far away,http://t.co/jizWBrm26O,"Human, actor, someone, no one, something, nothing, not this, not that ~ Pragmatic Egalitarian ~?Take it or leave it, do with it what you will",TRUE,17405,1203,589,4804,35313,Fri Mar 06 22:00:27 +0000 2009,FALSE,FALSE,FALSE,null,null,null,143,97,FALSE,FALSE,FALSE,140,20,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,3481,240.6,7062.6,non-rumour
Banner of all the lives stolen by law enforcement nation wide. #ferguson http://t.co/pcNfELqEat,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zellie,zellieimani,NJ,http://t.co/OkrcAuQ6cw,All Black Everything. Teacher. Blogger. Activist. Brother. Son.,FALSE,14605,1020,258,1924,76390,Mon Jun 27 18:06:47 +0000 2011,FALSE,FALSE,FALSE,null,null,null,541,257,FALSE,FALSE,FALSE,95,13,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,3,4868.333333,340,25463.33333,non-rumour
"""#FERGUSON Dispatch #3: #MikeBrown Was Murdered and We Want Justice"" http://t.co/E8HEAgXOio #TWIBnation http://t.co/r2QfO4Ldis","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Elon James White,elonjames,#TWIBnation,http://t.co/ssF7RdFkrx,"Host, #ABLACKSHOW. CEO, @TWIBNation. Media Dir. @netroots_nation. Writer. Professionally funny. Habitual creator. -- @VALIDmag @TWIB_FM @WeNerdHard #TWIBnation",FALSE,28576,521,1629,1164,61928,Wed Mar 21 05:53:23 +0000 2007,FALSE,FALSE,FALSE,null,null,null,509,37,FALSE,FALSE,FALSE,126,13,TRUE,2,FALSE,0,TRUE,4,FALSE,0,FALSE,0,TRUE,6,FALSE,0,7,4082.285714,74.42857143,8846.857143,non-rumour
Rev Jesse Jackson leading procession to shooting site. #Ferguson #MichaelBrown @stltoday http://t.co/ElWD9jGEFA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",stevegiegerich,stevegiegerich,"St. Louis, Missouri",http://t.co/gK1l12IOBC,"General Assignment Reporter

St. Louis Post-Dispatch

Retweets, links, likes and follows are not endorsements",TRUE,2475,398,194,31,2868,Thu Oct 02 01:45:51 +0000 2008,FALSE,FALSE,FALSE,null,null,null,100,43,FALSE,FALSE,FALSE,111,12,TRUE,1,TRUE,1,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,6,412.5,66.33333333,478,non-rumour
A mother lost her child. A father lost his son. A young man lost his life. #JusticeForMikeBrown #Ferguson http://t.co/dRRPNhBPiw,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Daniel Leon-Davis,ItsDLeon,"Brooklyn, NY",http://t.co/2ySZduIewe,Chief of Staff to @MichaelSkolnik | Host on @GenYNotLive | @TheJKCF Scholar | Activist | DREAMer | Dancer | #Clintern | @SeminoleState and @AmericanU Alum,FALSE,834,133,20,5846,23226,Sun Mar 29 04:06:04 +0000 2009,FALSE,FALSE,FALSE,null,null,null,448,285,FALSE,FALSE,FALSE,128,19,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,166.8,26.6,4645.2,non-rumour
Jesse Jackson leading a small group in prayer at the scene of #MichaelBrown's death. #Ferguson http://t.co/qbtrJdIVPR,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Casey Nolen KSDK,CaseyNolen,St. Louis,http://t.co/ESo9TyguZS,@ksdknews Multimedia Journalist : @theninenetwork Host of #StayTunedSTL http://t.co/fx4hH3lN9N,TRUE,7036,1563,310,555,4718,Fri May 09 16:51:50 +0000 2008,FALSE,FALSE,FALSE,null,null,null,156,115,FALSE,FALSE,FALSE,117,16,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,6,1172.666667,260.5,786.3333333,non-rumour
There is a dangerous socioecon war occurring in the US. We MUST use our collective voice &amp; VOTE. #UniteBlue #Ferguson http://t.co/6P3Le9sHBL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Blue to the Bone,TruthfulOrator,,null,Left of Left #Humanist #Feminist #Democrat #UniteBlue #UniteWomen #ReproRights #ProChoice #LGBT #MarriageEquality #GunControl #ProUnion #ActOnClimate,FALSE,13275,8456,247,15637,12605,Mon Jul 15 01:27:28 +0000 2013,FALSE,FALSE,FALSE,null,null,null,152,88,FALSE,FALSE,FALSE,144,21,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,4,FALSE,0,1,13275,8456,12605,non-rumour
"Wake up. Whenever a black man is killed by police, they try to make him a Saint/Martyr. 99% of the time he's a POS #Thug.
#Ferguson","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>",Anthony Cumia,AnthonyCumia,"New York, New York",http://t.co/qPMU9n0Mzw,Exiled radio host Anthony Cumia. Formerly of  The Opie And Anthony Show. Now at http://t.co/W8UXb2xtfp,TRUE,172285,707,3095,37,23677,Tue Jan 20 05:53:07 +0000 2009,FALSE,FALSE,FALSE,null,null,null,124,190,FALSE,FALSE,FALSE,131,25,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,2,FALSE,0,5,34457,141.4,4735.4,non-rumour
"If you ever doubt the power of your voice, just look at what they try to do to silence you. #PoliceState #Ferguson http://t.co/hkH1pc61jG","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Marchella,1Marchella,,http://t.co/Xs3gve4J,"Just a girl that adores #RonPaul, G.K. Chesterton quotes, economics news, slow-cooking and symmetrical balance.  Classical Liberal. Free Marketeer.",FALSE,15525,11022,297,5082,30200,Thu Jul 09 02:30:00 +0000 2009,FALSE,FALSE,FALSE,null,null,null,692,407,FALSE,FALSE,FALSE,137,23,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,3105,2204.4,6040,non-rumour
"Michael Brown is the 17 yr old boy who was shot 10x &amp; killed by police in #Ferguson today. Media reports ""police shoot man"". #blackboysonly","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Ameena GhaffarKucher,AmeenaGK,NYC-Philly-Lahore-SchwÑb.GmÅnd,https://t.co/PCeJMhiKN3,Sr.Lecturer @IEDP_PennGSE | GlobalDev + Migration + Ethnography + Education | Most likely to be found in an Amtrak cafe car somewhere between NYC & PHL |,FALSE,1034,516,42,3005,5356,Fri Apr 13 00:20:31 +0000 2012,FALSE,FALSE,FALSE,null,null,null,293,54,FALSE,FALSE,FALSE,143,25,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,1,FALSE,0,2,517,258,2678,rumour
"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Michele Catalano,inthefade,"Patrick Division, Long Island",http://t.co/WeCGRxdbYs,"Writer at large, civil servant by day.  Author of 1/100 magazine https://t.co/NxJyyZU0ez

Mourning the New York Islanders  and Nassau Coliseum 2014-2015.",FALSE,874288,1416,1794,35025,78426,Mon Jul 02 22:28:42 +0000 2007,FALSE,FALSE,FALSE,null,null,null,176,50,FALSE,FALSE,FALSE,138,24,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,2,FALSE,0,7,124898.2857,202.2857143,11203.71429,rumour
200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",catt avery,rtgarden,Sunnyvale,http://t.co/SRA9q1VIPO,Conceptual Artist:: Futurist and Mobile Kids strategist. Bioregional hive mind weaver. connectIOT,FALSE,605,264,74,652,18617,Mon Aug 18 10:39:31 +0000 2008,FALSE,FALSE,FALSE,null,null,null,486,148,FALSE,FALSE,FALSE,107,18,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,100.8333333,44,3102.833333,rumour
"Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Michael Skolnik,MichaelSkolnik,,http://t.co/uYd9vD5LNN,Political Director to Russell Simmons + Editor-In-Chief of GlobalGrind. Contact: info@mskolnik.com,TRUE,133561,127,1645,19845,28255,Fri Mar 13 12:55:21 +0000 2009,FALSE,FALSE,FALSE,null,null,null,146,46,FALSE,FALSE,FALSE,97,16,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5,26712.2,25.4,5651,rumour
Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Michael Skolnik,MichaelSkolnik,,http://t.co/uYd9vD5LNN,Political Director to Russell Simmons + Editor-In-Chief of GlobalGrind. Contact: info@mskolnik.com,TRUE,133545,127,1644,19846,28252,Fri Mar 13 12:55:21 +0000 2009,FALSE,FALSE,FALSE,null,null,null,1755,428,FALSE,FALSE,FALSE,93,17,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5,26709,25.4,5650.4,rumour
Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Ana Mubasher,Ana_Mubasher,Egypt,http://t.co/qCOqky3FLq,People make the revolution & people broadcast it !!         http://t.co/VCkLwt8z,FALSE,6238,199,196,75,20139,Tue Jan 24 09:04:55 +0000 2012,FALSE,FALSE,FALSE,null,null,null,568,130,FALSE,FALSE,TRUE,138,19,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,2,3119,99.5,10069.5,rumour
White man aiming down on police...nothing happens. Unarmed black kid walking back from store shot 10 times. #Ferguson http://t.co/48EcUF2Bwa,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3ChicsPolitico,3ChicsPolitico,Best Place In America!,http://t.co/MhJwa9lnC1,"Ametia, SouthernGirl2, and Rikyrah invite you to join 3Chics Politico on grand adventures in the world of politics, culture, humor, music, & the spiritual?",FALSE,2608,737,90,10172,75025,Thu Jan 13 06:08:14 +0000 2011,FALSE,FALSE,FALSE,null,null,null,767,289,FALSE,FALSE,FALSE,140,19,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,3,869.3333333,245.6666667,25008.33333,rumour
Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/B4hWevO7l9,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Anonymous Operations,YourAnonGlobal,Global Revolution,http://t.co/nf711gZuCy,"Official #YAG Account Worldwide Operations, News, IT, Media, Occupy, General Information, Global Revolution. Back up @YAGBackUp #OpFerguson",FALSE,23972,133,176,1941,18321,Fri Apr 26 13:27:49 +0000 2013,FALSE,FALSE,FALSE,null,null,null,1325,355,FALSE,FALSE,FALSE,133,19,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,1,23972,133,18321,rumour
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Ms. Carter,Virtuous_QueenT,in my own little Queendom ,http://t.co/oDNdUlYGVe,"Loyal, Funny, loving, caring, strong, goofy, intelligent, encourager, dancer, volunteer, founder, and A QUEEN #TheFirstFamilyOfPettiness",FALSE,1213,1340,11,1434,61259,Wed Jun 16 00:41:46 +0000 2010,FALSE,FALSE,FALSE,null,null,null,235,77,FALSE,FALSE,FALSE,125,18,FALSE,0,FALSE,0,TRUE,2,FALSE,0,TRUE,5,FALSE,0,FALSE,0,4,303.25,335,15314.75,rumour
Supposedly there might be one or two witnesses who have the shooting or part of the shooting recorded on their phones. #Ferguson,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Michael Skolnik,MichaelSkolnik,,http://t.co/uYd9vD5LNN,Political Director to Russell Simmons + Editor-In-Chief of GlobalGrind. Contact: info@mskolnik.com,TRUE,133562,127,1645,19845,28255,Fri Mar 13 12:55:21 +0000 2009,FALSE,FALSE,FALSE,null,null,null,328,110,FALSE,FALSE,FALSE,128,22,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5,26712.4,25.4,5651,rumour
St. Louis: Unarmed teenager #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/cmaG8mnMiP,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",?ynd?cal???,syndicalisms,the midwest / global,http://t.co/wpumSS20FW,"global resistance updates / anarcho-syndicalist / #antifa #IWW / contributor at @NewsRevo / likes: collecting records, history, bad horror films & good drink.",FALSE,4620,401,119,17478,13897,Tue Nov 27 21:22:10 +0000 2012,FALSE,FALSE,FALSE,null,null,null,2564,608,FALSE,FALSE,FALSE,140,19,TRUE,1,FALSE,0,TRUE,2,FALSE,0,FALSE,0,TRUE,3,FALSE,0,2,2310,200.5,6948.5,rumour
Another account of what happened to #MikeBrown #JusticeForMikeBrown http://t.co/sOD2olFYwp #STL #FERGUSON,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>",ShordeeDooWhop,Nettaaaaaaaa,STL,http://t.co/gh4WAZERLw,"#FindACureForLupus 

Check the link in the bio for all my fav workout items & weightloss updates!",FALSE,5967,619,168,414,57025,Sat Mar 23 15:38:36 +0000 2013,FALSE,FALSE,FALSE,null,null,null,155,24,FALSE,FALSE,FALSE,105,11,TRUE,1,FALSE,0,TRUE,4,FALSE,0,FALSE,0,TRUE,3,FALSE,0,1,5967,619,57025,rumour
Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. #Ferguson http://t.co/XG00R6w0k6,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Michael Skolnik,MichaelSkolnik,,http://t.co/uYd9vD5LNN,Political Director to Russell Simmons + Editor-In-Chief of GlobalGrind. Contact: info@mskolnik.com,TRUE,133554,127,1643,19846,28252,Fri Mar 13 12:55:21 +0000 2009,FALSE,FALSE,FALSE,null,null,null,288,53,FALSE,FALSE,FALSE,119,16,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,26710.8,25.4,5650.4,rumour
There was only one TV reporter at #Ferguson protests last night. Most left earlier fearing violence. Yet only violence was cop's bullets!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Michael Skolnik,MichaelSkolnik,,http://t.co/uYd9vD5LNN,Political Director to Russell Simmons + Editor-In-Chief of GlobalGrind. Contact: info@mskolnik.com,TRUE,133402,125,1641,19825,28215,Fri Mar 13 12:55:21 +0000 2009,FALSE,FALSE,FALSE,null,null,null,300,98,FALSE,FALSE,FALSE,137,22,FALSE,0,FALSE,0,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,5,26680.4,25,5643,rumour
".@NBCNews I demand that you retract the lie that #Ferguson people were shouting ""Kill the police"". Reporters at scene have refuted that.",web,Patrick,QuadCityPat,Quad Cities IA/IL,null,"Husband, Dad, Child Abuse Investigator, Liberal, Beer Drinker, and liberal beer drinker. AFSCME Steward, #TWiBNation #GraceMob",FALSE,2522,897,82,89,54536,Tue Jul 20 22:57:48 +0000 2010,FALSE,FALSE,FALSE,null,null,null,540,154,FALSE,FALSE,FALSE,136,22,FALSE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,4,630.5,224.25,13634,rumour
".@AP I demand you retract the lie that people in #Ferguson were shouting ""kill the police"", local reporting has refuted your ugly racism","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Patrick,QuadCityPat,Quad Cities IA/IL,null,"Husband, Dad, Child Abuse Investigator, Liberal, Beer Drinker, and liberal beer drinker. AFSCME Steward, #TWiBNation #GraceMob",FALSE,2520,898,82,89,54517,Tue Jul 20 22:57:48 +0000 2010,FALSE,FALSE,FALSE,null,null,null,127,33,FALSE,FALSE,FALSE,136,23,FALSE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,4,630,224.5,13629.25,rumour
I'd be more inclined to take the #Ferguson PD account seriously if they hadn't been so careful to confiscate all video evidence beforehand.,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Ian Actual,iboudreau,CNY,https://t.co/hQV5Jy0RtO,I write about things. Games and politics mostly. Background is in journalism and political science. Former US Army.,FALSE,4927,1949,292,4955,139740,Fri May 15 01:49:36 +0000 2009,FALSE,FALSE,FALSE,null,null,null,162,68,FALSE,FALSE,FALSE,139,23,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5,985.4,389.8,27948,rumour
"So last week NYPD tried to tell us that #EricGarner wasn't in a chokehold, now #Ferguson police telling us #MikeBrown assaulted the officer","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",Kim Moore,SoulRevision,"San Diego, CA",http://t.co/Cu1esE1hit,"Servant Leader. Activist. Public Speaker. Freedom Fighter. Writer. 



I'm here to expose injustice.

Instagram: http://t.co/aPJGx8akpZ",FALSE,10149,416,229,2105,44843,Wed Mar 11 21:14:50 +0000 2009,FALSE,FALSE,FALSE,null,null,null,219,60,FALSE,FALSE,FALSE,139,23,FALSE,0,FALSE,0,TRUE,3,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5,2029.8,83.2,8968.6,rumour
So #Ferguson Police can afford machine guns but they can't afford dash cameras for their squad cars? #interesting #MikeBrown,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Nikolai ,unpreachedtruth,Michigan,null,"Husband, Preacher, Educator.",FALSE,88,139,0,34,203,Sun Mar 23 00:56:40 +0000 2014,FALSE,FALSE,FALSE,null,null,null,749,385,FALSE,FALSE,FALSE,124,19,FALSE,0,FALSE,0,TRUE,3,TRUE,1,FALSE,0,FALSE,0,FALSE,0,0,Ï,Ï,Ï,rumour
Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Anonymous Press,AnonymousPress,serving the truth since 2010,http://t.co/c9SaOYe53h,"Help support Anonymous Press  

Bitcoin:   

15QTf4iXm9avoAq1Cuj8AeFAh2z19hWwck #dogecoin 
 DFk1f7GXXj6WXmpL3H3ahTxSGa9nHVhAf8
OfficialAnonymousPress@gmail.com",FALSE,201086,290,2816,718,14510,Sat Dec 25 21:38:19 +0000 2010,FALSE,FALSE,FALSE,null,null,null,155,37,FALSE,FALSE,FALSE,136,21,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,4,50271.5,72.5,3627.5,rumour
"Before his death #MikeBrown told his mother, ""The world will know who #MichaelBrown is!"" #Ferguson","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bridjes O'Neil,BridjesONeil,"St. Louis, MO",http://t.co/bkN8qlyqHN,@stlouisamerican multimedia community reporter. @webstersoc grad. Instagram: @BridjesONeil Muckrack Portfolio: http://t.co/Ow5MIa2l13,FALSE,1075,756,80,198,2096,Fri May 06 03:36:31 +0000 2011,FALSE,FALSE,FALSE,null,null,null,131,69,FALSE,FALSE,FALSE,98,15,FALSE,0,FALSE,0,TRUE,3,FALSE,0,TRUE,1,FALSE,0,FALSE,0,3,358.3333333,252,698.6666667,rumour
"Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",clydetheslyde,clydetheslyde,,null,"When you gotta new hammer, everything looks like a nail!  



I run a clean TL.  No Monkey Business!",FALSE,11052,12141,115,5172,15401,Thu Oct 30 19:24:15 +0000 2008,FALSE,FALSE,FALSE,null,null,null,112,93,FALSE,FALSE,FALSE,126,20,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,1842,2023.5,2566.833333,rumour
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i?S</a>",Dr. Cornel Fresh,WyzeChef,Fighting Ramona's evil ex's,null,"I'm young, black, intelligent, elegant, blasÇ.

So St. Louis.",FALSE,1574,495,53,1481,64580,Tue Jun 30 04:15:34 +0000 2009,FALSE,FALSE,FALSE,null,null,null,481,180,FALSE,FALSE,FALSE,128,20,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,3,FALSE,0,5,314.8,99,12916,rumour
#Ferguson is completely shut down. No journalists allowed.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Nagoul,nagoul1,#LulzLand ,http://t.co/y4uQIIhcAj,"World's most interesting man. Seer. Keeper of secrets. Thoughtcriminal. Bringer of #lulz & #LulzWarfare. Follow at own risk };}) 18+

#TrollYourGovernment #LWF",FALSE,7123,2797,222,11310,110115,Fri Apr 08 06:39:37 +0000 2011,FALSE,FALSE,FALSE,null,null,null,472,140,FALSE,FALSE,FALSE,58,8,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3,2374.333333,932.3333333,36705,rumour
"Police have thrown something at the crowd. Not sure what tho. Protester says ""they have enough bullets for everybody down here #Ferguson","<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>",ShordeeDooWhop,Nettaaaaaaaa,STL,http://t.co/gh4WAZERLw,"#FindACureForLupus 

Check the link in the bio for all my fav workout items & weightloss updates!",FALSE,6164,622,172,417,57218,Sat Mar 23 15:38:36 +0000 2013,FALSE,FALSE,FALSE,null,null,null,200,38,FALSE,FALSE,FALSE,136,22,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,6164,622,57218,rumour
"Call out to STL Co police: only can confirm a person shot on Chambers, and is down. No word on alive or dead, or why. #Ferguson","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Allison Blood,AllisonBlood,"St. Louis, MO",http://t.co/pcfwXWxXvF,Reporter for KMOX Newsradio in St. Louis. Mizzou J School Grad. Lifetime culinary enthusiast.,FALSE,2236,744,143,164,5469,Fri Aug 22 22:43:51 +0000 2008,FALSE,FALSE,FALSE,null,null,null,211,27,FALSE,FALSE,FALSE,127,26,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,6,372.6666667,124,911.5,rumour
#BREAKING One woman shot in drive-by shooting on 1300 Highmont near the QT. Cannot confirm if the victim survived. #ferguson #mikebrown,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",KSDK NewsChannel 5,ksdknews,"St. Louis, Missouri",http://t.co/QMufygUhjS,"Where the News Comes First

for breaking news, weather and 

sports both on-air and online. Retweets are not endorsements.",TRUE,59250,1451,1283,2912,66672,Wed May 27 16:45:59 +0000 2009,FALSE,FALSE,FALSE,null,null,null,422,60,FALSE,FALSE,FALSE,135,21,FALSE,0,FALSE,0,TRUE,3,FALSE,0,FALSE,0,TRUE,1,FALSE,0,5,11850,290.2,13334.4,rumour
